Unnamed: 0,Sentence,question,correct_answer,false_answer,model_question,bert_question,num_of_masks,false_answer_score,correct_mask_1_score
0,The banker that the barber praised climbed the mountain just outside of town before it snowed.,who climbed the mountain?,banker,barber,"The banker that the barber praised climbed the mountain just outside of town before it snowed. Therefore, the mountain was climbed by the ",,1,4.805571762744876e-08,4.517524132552353e-09
1,The banker that you praised climbed the mountain just outside of town before it snowed.,who climbed the mountain?,banker,you,"The banker that you praised climbed the mountain just outside of town before it snowed. Therefore, the mountain was climbed by ",,2,1.1955766865412443e-07,5.406050149758812e-07
2,The banker that Sue praised climbed the mountain just outside of town before it snowed.,who climbed the mountain?,banker,Sue,"The banker that Sue praised climbed the mountain just outside of town before it snowed. Therefore, the mountain was climbed by ",,2,1.138440879344671e-07,5.406221816883772e-07
3,The banker that praised the barber climbed the mountain just outside of town before it snowed.,who climbed the mountain?,banker,barber,"The banker that praised the barber climbed the mountain just outside of town before it snowed. Therefore, the mountain was climbed by the ",,1,5.132980618327565e-08,4.410162901535841e-09
4,The banker that praised you climbed the mountain just outside of town before it snowed.,who climbed the mountain?,banker,you,"The banker that praised you climbed the mountain just outside of town before it snowed. Therefore, the mountain was climbed by ",,2,1.254925052762701e-07,5.981519848319294e-07
5,The banker that praised Sue climbed the mountain just outside of town before it snowed.,who climbed the mountain?,banker,Sue,"The banker that praised Sue climbed the mountain just outside of town before it snowed. Therefore, the mountain was climbed by ",,2,1.0661828042657362e-07,4.644153079880198e-07
6,The dancer that the reporter phoned cooked the pork chops in their own juices on New Year's Eve.,who coocked the pork chops?,dancer,reporter,"The dancer that the reporter phoned cooked the pork chops in their own juices on New Year's Eve. Therefore, the porkchops were coocked by the ",,1,1.3643985496969435e-08,1.324868659224876e-09
7,The dancer that you phoned cooked the pork chops in their own juices on New Year's Eve.,who coocked the pork chops?,dancer,you,"The dancer that you phoned cooked the pork chops in their own juices on New Year's Eve. Therefore, the porkchops were coocked by ",,2,2.0741088846421007e-08,8.364432346752437e-08
8,The dancer that Ann phoned cooked the pork chops in their own juices on New Year's Eve.,who coocked the pork chops?,dancer,Ann,"The dancer that Ann phoned cooked the pork chops in their own juices on New Year's Eve. Therefore, the porkchops were coocked by ",,2,5.618987053424007e-09,7.790132627860658e-08
9,The dancer that phoned the reporter cooked the pork chops in their own juices on New Year's Eve.,who coocked the pork chops?,dancer,reporter,"The dancer that phoned the reporter cooked the pork chops in their own juices on New Year's Eve. Therefore, the porkchops were coocked by the ",,1,1.3985771651903178e-08,1.5470262848538141e-09
10,The dancer that phoned you cooked the pork chops in their own juices on New Year's Eve.,who coocked the pork chops?,dancer,you,"The dancer that phoned you cooked the pork chops in their own juices on New Year's Eve. Therefore, the porkchops were coocked by ",,2,2.5680755300072633e-08,1.0189960875095494e-07
11,The dancer that phoned Ann cooked the pork chops in their own juices on New Year's Eve.,who coocked the pork chops?,dancer,Ann,"The dancer that phoned Ann cooked the pork chops in their own juices on New Year's Eve. Therefore, the porkchops were coocked by ",,2,1.0170372100049008e-08,9.291523639376464e-08
12,The architect that the officer liked dominated the conversation while the game was on television.,who dominated the conversation?,architect,officer,"The architect that the officer liked dominated the conversation while the game was on television. Therefore, the conversation was dominated by the ",,1,4.3699674989738924e-08,1.0492779978221733e-07
13,The architect that you liked dominated the conversation while the game was on television.,who dominated the conversation?,architect,you,"The architect that you liked dominated the conversation while the game was on television. Therefore, the conversation was dominated by ",,2,2.0965471492218057e-07,1.9301621705380967e-06
14,The architect that Wes liked dominated the conversation while the game was on television.,who dominated the conversation?,architect,Wes,"The architect that Wes liked dominated the conversation while the game was on television. Therefore, the conversation was dominated by ",,2,2.3402710667141946e-06,2.8678387025138363e-06
15,The architect that liked the officer dominated the conversation while the game was on television.,who dominated the conversation?,architect,officer,"The architect that liked the officer dominated the conversation while the game was on television. Therefore, the conversation was dominated by the ",,1,6.472534863632973e-08,1.380986702770315e-07
16,The architect that liked you dominated the conversation while the game was on television.,who dominated the conversation?,architect,you,"The architect that liked you dominated the conversation while the game was on television. Therefore, the conversation was dominated by ",,2,4.554019028546463e-07,2.460473524479312e-06
17,The architect that liked Wes dominated the conversation while the game was on television.,who dominated the conversation?,architect,Wes,"The architect that liked Wes dominated the conversation while the game was on television. Therefore, the conversation was dominated by ",,2,3.2283796826959588e-06,3.364259100635536e-06
18,The waiter that the broker despised drove the sports car home from work that evening.,who drove the sports car home?,waiter,broker,"The waiter that the broker despised drove the sports car home from work that evening. Therefore, the sports car was driven by the ",,1,3.9969334508782595e-09,7.079776764840062e-08
19,The waiter that you despised drove the sports car home from work that evening.,who drove the sports car home?,waiter,you,"The waiter that you despised drove the sports car home from work that evening. Therefore, the sports car was driven by ",,2,2.7390907320068436e-08,1.5587808377404144e-07
20,The waiter that Jan despised drove the sports car home from work that evening.,who drove the sports car home?,waiter,Jan,"The waiter that Jan despised drove the sports car home from work that evening. Therefore, the sports car was driven by ",,2,4.886869131581761e-09,1.313375435074704e-07
21,The waiter that despised the broker drove the sports car home from work that evening.,who drove the sports car home?,waiter,broker,"The waiter that despised the broker drove the sports car home from work that evening. Therefore, the sports car was driven by the ",,1,3.3508542607307845e-09,5.951222448175031e-08
22,The waiter that despised you drove the sports car home from work that evening.,who drove the sports car home?,waiter,you,"The waiter that despised you drove the sports car home from work that evening. Therefore, the sports car was driven by ",,2,3.409028792589197e-08,2.0331086147962196e-07
23,The waiter that despised Jan drove the sports car home from work that evening.,who drove the sports car home?,waiter,Jan,"The waiter that despised Jan drove the sports car home from work that evening. Therefore, the sports car was driven by ",,2,5.832113902926039e-09,1.4066725384509482e-07
24,The detective that the secretary disliked clipped the coupons out with the dull scissors.,who clipped the coupons out?,detective,secretary,"The detective that the secretary disliked clipped the coupons out with the dull scissors. Therefore, the coupons were clipped out by the ",,1,7.182273265016192e-08,9.003719014799572e-08
25,The detective that you disliked clipped the coupons out with the dull scissors.,who clipped the coupons out?,detective,you,"The detective that you disliked clipped the coupons out with the dull scissors. Therefore, the coupons were clipped out by ",,2,8.61901838788981e-08,9.055125360646343e-07
26,The detective that Ted disliked clipped the coupons out with the dull scissors.,who clipped the coupons out?,detective,Ted,"The detective that Ted disliked clipped the coupons out with the dull scissors. Therefore, the coupons were clipped out by ",,2,5.244440259843941e-08,5.06679214140604e-07
27,The detective that disliked the secretary clipped the coupons out with the dull scissors.,who clipped the coupons out?,detective,secretary,"The detective that disliked the secretary clipped the coupons out with the dull scissors. Therefore, the coupons were clipped out by the ",,1,6.072966840520166e-08,7.811263458279427e-08
28,The detective that disliked you clipped the coupons out with the dull scissors.,who clipped the coupons out?,detective,you,"The detective that disliked you clipped the coupons out with the dull scissors. Therefore, the coupons were clipped out by ",,2,5.692317017746973e-08,6.11853351983882e-07
29,The detective that disliked Ted clipped the coupons out with the dull scissors.,who clipped the coupons out?,detective,Ted,"The detective that disliked Ted clipped the coupons out with the dull scissors. Therefore, the coupons were clipped out by ",,2,5.545909687043604e-08,3.7890450244049134e-07
30,The judge that the doctor ignored watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,doctor,"The judge that the doctor ignored watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is the ",,1,1.3430976650852244e-06,1.6178069017769303e-07
31,The judge that you ignored watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,you,"The judge that you ignored watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is ",,2,2.3420024319875665e-07,1.1065174021496205e-06
32,The judge that Tom ignored watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,Tom,"The judge that Tom ignored watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is ",,2,6.611710432480322e-07,9.053760550159495e-07
33,The judge that ignored the doctor watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,doctor,"The judge that ignored the doctor watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is the ",,1,1.0895512332353974e-06,1.396065272274427e-07
34,The judge that ignored you watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,you,"The judge that ignored you watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is ",,2,1.3008158816774085e-07,7.485642754545552e-07
35,The judge that ignored Tom watched the special about Colombian drug dealers on the nightly news.,who watched the special about Colombian drug dealers?,judge,Tom,"The judge that ignored Tom watched the special about Colombian drug dealers on the nightly news. Therefore, the person who watched the show about Colombian drug dealers is ",,2,6.362073463606066e-07,8.73370595400047e-07
36,The robber that the man insulted read the newspaper article about the fire.,who read the newspaper article?,robber,man,"The robber that the man insulted read the newspaper article about the fire. Therefore, the person who read the newspaper article is the ",,1,5.68031754966114e-09,7.922526634729365e-08
37,The robber that you insulted read the newspaper article about the fire.,who read the newspaper article?,robber,you,"The robber that you insulted read the newspaper article about the fire. Therefore, the person who read the newspaper article is ",,2,9.511368403991582e-08,3.065117368805659e-07
38,The robber that Sam insulted read the newspaper article about the fire.,who read the newspaper article?,robber,Sam,"The robber that Sam insulted read the newspaper article about the fire. Therefore, the person who read the newspaper article is ",,2,2.0188890914596413e-07,4.2062180227731005e-07
39,The robber that insulted the man read the newspaper article about the fire.,who read the newspaper article?,robber,man,"The robber that insulted the man read the newspaper article about the fire. Therefore, the person who read the newspaper article is the ",,1,6.437226751643266e-09,7.473401097968235e-08
40,The robber that insulted you read the newspaper article about the fire.,who read the newspaper article?,robber,you,"The robber that insulted you read the newspaper article about the fire. Therefore, the person who read the newspaper article is ",,2,1.0847460174545631e-07,5.024629103900224e-07
41,The robber that insulted Sam read the newspaper article about the fire.,who read the newspaper article?,robber,Sam,"The robber that insulted Sam read the newspaper article about the fire. Therefore, the person who read the newspaper article is ",,2,2.473544213899004e-07,3.7827240362275916e-07
42,The governor that the comedian admired answered the telephone in the fancy restaurant.,who answered the telephone?,governor,comedian,"The governor that the comedian admired answered the telephone in the fancy restaurant. Therefore, the telephone was answered by the ",,1,1.1101496966148261e-07,4.590097546497418e-08
43,The governor that you admired answered the telephone in the fancy restaurant.,who answered the telephone?,governor,you,"The governor that you admired answered the telephone in the fancy restaurant. Therefore, the telephone was answered by ",,2,9.957334867749523e-08,6.41130213807628e-07
44,The governor that Kay admired answered the telephone in the fancy restaurant.,who answered the telephone?,governor,Kay,"The governor that Kay admired answered the telephone in the fancy restaurant. Therefore, the telephone was answered by ",,2,1.168064329704066e-07,4.284630676920642e-07
45,The governor that admired the comedian answered the telephone in the fancy restaurant.,who answered the telephone?,governor,comedian,"The governor that admired the comedian answered the telephone in the fancy restaurant. Therefore, the telephone was answered by the ",,1,7.831699377902623e-08,6.621446857479896e-08
46,The governor that admired you answered the telephone in the fancy restaurant.,who answered the telephone?,governor,you,"The governor that admired you answered the telephone in the fancy restaurant. Therefore, the telephone was answered by ",,2,8.590953370912757e-08,5.937602622907434e-07
47,The governor that admired Kay answered the telephone in the fancy restaurant.,who answered the telephone?,governor,Kay,"The governor that admired Kay answered the telephone in the fancy restaurant. Therefore, the telephone was answered by ",,2,1.320719178465879e-07,4.4483101646619616e-07
48,The actor that the director thanked worked in many hit movies before 1990.,who worked in many hit movies?,actor,director,"The actor that the director thanked worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is the ",,1,1.099571818485856e-05,4.458932835404994e-06
49,The actor that you thanked worked in many hit movies before 1990.,who worked in many hit movies?,actor,you,"The actor that you thanked worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is ",,2,9.38382669346538e-08,3.9598407397534174e-07
50,The actor that Fay thanked worked in many hit movies before 1990.,who worked in many hit movies?,actor,Fay,"The actor that Fay thanked worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is ",,2,9.573005854690564e-08,3.7521391504924395e-07
51,The actor that thanked the director worked in many hit movies before 1990.,who worked in many hit movies?,actor,director,"The actor that thanked the director worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is the ",,1,1.047347359417472e-05,4.329876901465468e-06
52,The actor that thanked you worked in many hit movies before 1990.,who worked in many hit movies?,actor,you,"The actor that thanked you worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is ",,2,1.0308796305480428e-07,6.142014399301843e-07
53,The actor that thanked Fay worked in many hit movies before 1990.,who worked in many hit movies?,actor,Fay,"The actor that thanked Fay worked in many hit movies before 1990. Therefore, the person who worked in many hit movies is ",,2,1.4862411035210243e-07,4.2251980403307243e-07
54,The poet that the painter inspired wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,painter,"The poet that the painter inspired wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by the ",,1,1.533049953650334e-06,2.0763826569236699e-07
55,The poet that you inspired wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,you,"The poet that you inspired wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by ",,2,2.856837397757772e-07,3.4678996598813683e-06
56,The poet that Ben inspired wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,Ben,"The poet that Ben inspired wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by ",,2,4.0327413444174454e-05,3.6758101487066597e-06
57,The poet that inspired the painter wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,painter,"The poet that inspired the painter wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by the ",,1,1.2774723927577725e-06,2.1852559939361527e-07
58,The poet that inspired you wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,you,"The poet that inspired you wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by ",,2,3.7601353142235894e-07,3.5435539302852703e-06
59,The poet that inspired Ben wrote an autobiography after their friendship became well known.,who wrote an autobiography,poet,Ben,"The poet that inspired Ben wrote an autobiography after their friendship became well known. Therefore, an autobiography was written by ",,2,2.365694490435999e-05,4.573677415464772e-06
60,The chef that the worker distrusted called for help after the restaurant closed.,who called for help?,chef,worker,"The chef that the worker distrusted called for help after the restaurant closed. Therefore, the person who called for help is the ",,1,2.1806830829973478e-07,3.0263556993759266e-08
61,The chef that you distrusted called for help after the restaurant closed.,who called for help?,chef,you,"The chef that you distrusted called for help after the restaurant closed. Therefore, the person who called for help is ",,2,7.489150277706358e-08,2.1586356524494477e-07
62,The chef that Joe distrusted called for help after the restaurant closed.,who called for help?,chef,Joe,"The chef that Joe distrusted called for help after the restaurant closed. Therefore, the person who called for help is ",,2,1.3238796725545399e-07,1.4031044770490553e-07
63,The chef that distrusted the worker called for help after the restaurant closed.,who called for help?,chef,worker,"The chef that distrusted the worker called for help after the restaurant closed. Therefore, the person who called for help is the ",,1,1.4457513941579236e-07,2.8855279055051142e-08
64,The chef that distrusted you called for help after the restaurant closed.,who called for help?,chef,you,"The chef that distrusted you called for help after the restaurant closed. Therefore, the person who called for help is ",,2,6.232105675962885e-08,2.0814357526433014e-07
65,The chef that distrusted Joe called for help after the restaurant closed.,who called for help?,chef,Joe,"The chef that distrusted Joe called for help after the restaurant closed. Therefore, the person who called for help is ",,2,1.0513920756238804e-07,1.4842041196061473e-07
66,The aunt that the child amused made paper dolls out of the newspaper.,who made the paper dolls?,aunt,child,"The aunt that the child amused made paper dolls out of the newspaper. Therefore, the paper dolls were made by the ",,1,1.5810988074349552e-08,6.105130267997083e-08
