Unnamed: 0,Sentence,question,correct_answer,false_answer,model_question,bert_question,num_of_masks,false_answer_score,correct_mask_1_score,correct_mask_2_score
0,The banker that the barber praised climbed the mountain just outside of town before it snowed.,who climbed the mountain?,banker,barber,"The banker that the barber praised climbed the mountain just outside of town before it snowed. Therefore, the mountain was climbed by the ",,1,0.00036904378794133663,4.823703875445062e-06,
1,The banker that you praised climbed the mountain just outside of town before it snowed.,who climbed the mountain?,banker,you,"The banker that you praised climbed the mountain just outside of town before it snowed. Therefore, the mountain was climbed by ",,2,0.5324059724807739,0.001510236645117402,3.484756661009669e-08
2,The banker that Sue praised climbed the mountain just outside of town before it snowed.,who climbed the mountain?,banker,Sue,"The banker that Sue praised climbed the mountain just outside of town before it snowed. Therefore, the mountain was climbed by ",,2,0.26951441168785095,0.0011670039966702461,4.67527385694666e-08
3,The banker that praised the barber climbed the mountain just outside of town before it snowed.,who climbed the mountain?,banker,barber,"The banker that praised the barber climbed the mountain just outside of town before it snowed. Therefore, the mountain was climbed by the ",,1,1.7021052372001577e-06,1.5165121567406459e-06,
4,The banker that praised you climbed the mountain just outside of town before it snowed.,who climbed the mountain?,banker,you,"The banker that praised you climbed the mountain just outside of town before it snowed. Therefore, the mountain was climbed by ",,2,0.20314180850982666,0.0018677784828469157,4.922164364984383e-08
5,The banker that praised Sue climbed the mountain just outside of town before it snowed.,who climbed the mountain?,banker,Sue,"The banker that praised Sue climbed the mountain just outside of town before it snowed. Therefore, the mountain was climbed by ",,2,0.03210312873125076,0.00157541420776397,5.530106861328932e-08
6,The dancer that the reporter phoned cooked the pork chops in their own juices on New Year's Eve.,who coocked the pork chops?,dancer,reporter,"The dancer that the reporter phoned cooked the pork chops in their own juices on New Year's Eve. Therefore, the porkchops were coocked by the ",,1,0.03097662515938282,2.9514229026972316e-05,
7,The dancer that you phoned cooked the pork chops in their own juices on New Year's Eve.,who coocked the pork chops?,dancer,you,"The dancer that you phoned cooked the pork chops in their own juices on New Year's Eve. Therefore, the porkchops were coocked by ",,2,0.038679931312799454,0.002363266423344612,2.61202387719095e-07
8,The dancer that Ann phoned cooked the pork chops in their own juices on New Year's Eve.,who coocked the pork chops?,dancer,Ann,"The dancer that Ann phoned cooked the pork chops in their own juices on New Year's Eve. Therefore, the porkchops were coocked by ",,2,0.005186434369534254,0.0020743184722959995,3.095345277870365e-07
9,The dancer that phoned the reporter cooked the pork chops in their own juices on New Year's Eve.,who coocked the pork chops?,dancer,reporter,"The dancer that phoned the reporter cooked the pork chops in their own juices on New Year's Eve. Therefore, the porkchops were coocked by the ",,1,0.02895318903028965,5.6655484513612464e-05,
10,The dancer that phoned you cooked the pork chops in their own juices on New Year's Eve.,who coocked the pork chops?,dancer,you,"The dancer that phoned you cooked the pork chops in their own juices on New Year's Eve. Therefore, the porkchops were coocked by ",,2,0.04606141895055771,0.0020593153312802315,3.8431420534834615e-07
11,The dancer that phoned Ann cooked the pork chops in their own juices on New Year's Eve.,who coocked the pork chops?,dancer,Ann,"The dancer that phoned Ann cooked the pork chops in their own juices on New Year's Eve. Therefore, the porkchops were coocked by ",,2,0.007651117630302906,0.0018678578780964017,3.52460318708836e-07
12,The architect that the officer liked dominated the conversation while the game was on television.,who dominated the conversation?,architect,officer,"The architect that the officer liked dominated the conversation while the game was on television. Therefore, the conversation was dominated by the ",,1,0.147837832570076,0.00011233829718548805,
13,The architect that you liked dominated the conversation while the game was on television.,who dominated the conversation?,architect,you,"The architect that you liked dominated the conversation while the game was on television. Therefore, the conversation was dominated by ",,2,0.27280324697494507,0.004933649208396673,2.0587790459103417e-06
14,The architect that Wes liked dominated the conversation while the game was on television.,who dominated the conversation?,architect,Wes,"The architect that Wes liked dominated the conversation while the game was on television. Therefore, the conversation was dominated by ",,2,0.6900243163108826,0.0006813702057115734,8.671293471707031e-06
15,The architect that liked the officer dominated the conversation while the game was on television.,who dominated the conversation?,architect,officer,"The architect that liked the officer dominated the conversation while the game was on television. Therefore, the conversation was dominated by the ",,1,0.005745637696236372,0.03632374852895737,
16,The architect that liked you dominated the conversation while the game was on television.,who dominated the conversation?,architect,you,"The architect that liked you dominated the conversation while the game was on television. Therefore, the conversation was dominated by ",,2,0.4885314702987671,0.0021354970522224903,4.3156487663509324e-05
17,The architect that liked Wes dominated the conversation while the game was on television.,who dominated the conversation?,architect,Wes,"The architect that liked Wes dominated the conversation while the game was on television. Therefore, the conversation was dominated by ",,2,0.28512194752693176,0.001608178368769586,0.0002795311447698623
18,The waiter that the broker despised drove the sports car home from work that evening.,who drove the sports car home?,waiter,broker,"The waiter that the broker despised drove the sports car home from work that evening. Therefore, the sports car was driven by the ",,1,0.5106533169746399,0.015261277556419373,
19,The waiter that you despised drove the sports car home from work that evening.,who drove the sports car home?,waiter,you,"The waiter that you despised drove the sports car home from work that evening. Therefore, the sports car was driven by ",,2,0.16808229684829712,0.0016367938369512558,1.3184568160795607e-05
