,Unnamed: 0,Sentence,question,correct_answer,false_answer,model_question,bert_question,num_of_masks,false_answer_score,correct_mask_1_score,animacy_state
145,145,The camera that was in the French director's studio this week hit the expensive vase at the entrance.,What hit the expensive vase?,camera,director,"The camera that was in the French director's studio this week hit the expensive vase at the entrance. Therefore, the expensvie vase was hit by the ",,1,2.1003550898512918e-07,1.8979046672029651e-06,false_animate
147,147,This is the camera that this week in the French director's studio hit the expensive vase at the entrance.,What hit the expensive vase?,camera,director,"This is the camera that this week in the French director's studio hit the expensive vase at the entrance. Therefore, the expensvie vase was hit by the ",,1,2.154920792918347e-07,1.2818290997529402e-06,false_animate
149,149,The assignment that was yesterday in the class of the lazy practitioner bored the members of the course.,What bored the members of the course?,assignment,practitioner,"The assignment that was yesterday in the class of the lazy practitioner bored the members of the course. Therefore, the members of the course were bored by the ",,1,2.1332398603135521e-07,3.733318635568139e-06,false_animate
151,151,This is the assignment that yesterday in the class of the lazy practitioner bored the members of the course.,What bored the members of the course?,assignment,practitioner,"This is the assignment that yesterday in the class of the lazy practitioner bored the members of the course. Therefore, the members of the course were bored by the ",,1,2.2930308318791506e-07,3.6728085888171336e-06,false_animate
153,153,The cart that was in the young teenager's daycare today rolled over on the lawn.,What rolled around on the lawn?,cart,teenager,"The cart that was in the young teenager's daycare today rolled over on the lawn. Therefore, what that rolled over on the lawn is the ",,1,4.47787982693626e-07,8.803373816590465e-07,false_animate
155,155,This is the cart that today in the young teenager's daycare rolled on the lawn.,What rolled around on the lawn?,cart,teenager,"This is the cart that today in the young teenager's daycare rolled on the lawn. Therefore, what that rolled on the lawn is the ",,1,2.785222932288889e-07,7.016876679699635e-07,false_animate
157,157,The chain that was in the talented goldsmith's shop today excited the spendthrift customer.,What excited the spendthrift customer?,chain,goldsmith,"The chain that was in the talented goldsmith's shop today excited the spendthrift customer. Therefore, the spendthrift customer was excited by the ",,1,8.174261267868134e-08,9.989891225359317e-08,false_animate
159,159,This is the chain that today in the talented goldsmith's shop excited the spendthrift customer.,What excited the spendthrift customer?,chain,goldsmith,"This is the chain that today in the talented goldsmith's shop excited the spendthrift customer. Therefore, the spendthrift customer was excited by the ",,1,7.512870325854237e-08,3.626979037107958e-07,false_animate
161,161,The cake that was at the red-haired comedian's wedding this week amazed all the guests.,What amazed all the guests?,cake,comedian,"The cake that was at the red-haired comedian's wedding this week amazed all the guests. Therefore, the guests were amazed by the ",,1,1.3364243045543844e-10,1.3980546782477177e-06,false_animate
163,163,This is the cake that this week at the red-haired comedian's wedding amazed all the guests.,What amazed all the guests?,cake,comedian,"This is the cake that this week at the red-haired comedian's wedding amazed all the guests. Therefore, the guests was amazed by the ",,1,7.082749386988495e-10,3.365655402376433e-06,false_animate
165,165,The gift that was in the elderly grandmother's house this morning made the curly granddaughter sad.,What made the granddaughter sad?,gift,grandmother,"The gift that was in the elderly grandmother's house this morning made the curly granddaughter sad. Therefore, the granddaughter was made sad by the ",,1,4.544147316210001e-07,1.0251127235960666e-07,false_animate
167,167,This is the gift who this morning at the elderly grandmother's house saddened her curly granddaughter.,What made the granddaughter sad?,gift,grandmother,"This is the gift who this morning at the elderly grandmother's house saddened her curly granddaughter. Therefore, the granddaughter was saddened by the ",,1,1.2089238055068566e-07,1.6128527136061169e-07,false_animate
169,169,The picture that was in the English singer's room this morning made the members of the band happy.,What made the members of the band happy?,fan,singer,"The picture that was in the English singer's room this morning made the members of the band happy. Therefore, the members of the band were made happy by the ",,1,6.799353400310792e-07,4.202255432517177e-09,false_animate
171,171,This is the picture that this morning in the room of the English singer made the members of the band happy.,What made the members of the band happy?,fan,singer,"This is the picture that this morning in the room of the English singer made the members of the band happy. Therefore, the members of the band were made happy by the ",,1,1.4462552826444153e-06,5.868065588998661e-09,false_animate
173,173,The result of today's examination by the successful surgeon reassured the worried patient.,What reassured the worried patient?,result,surgeon,"The result of today's examination by the successful surgeon reassured the worried patient. Therefore, the worried patient was reassured by the ",,1,6.067422191335936e-07,6.444619771173167e-08,false_animate
175,175,This is the result that today during the examination of the successful surgeon calmed down the worried patient.,What calmed down the worried patient?,result,surgeon,"This is the result that today during the examination of the successful surgeon calmed down the worried patient. Therefore, the worried patient was calmed down by the ",,1,4.287732338070782e-07,5.0503640380838994e-08,false_animate
177,177,The sign that was in the play of the young playwright this evening confused the spectators who entered.,What confused the spectators?,sign,playwright,"The sign that was in the play of the young playwright this evening confused the spectators who entered. Therefore, the spectators were confused by the ",,1,1.643850282562198e-06,1.408664729751763e-06,false_animate
179,179,This is the sign that tonight at the play by the young playwright confused the spectators who came in.,What confused the spectators?,sign,playwright,"This is the sign that tonight at the play by the young playwright confused the spectators who came in. Therefore, the spectators were confused by the ",,1,3.5691009543370456e-06,1.8898368807640509e-06,false_animate
181,181,The report that was in the office of the chatty minister at noon angered the veteran inspector.,Who angered the supervisor?,report,minister,"The report that was in the office of the chatty minister at noon angered the veteran inspector. Therefore, the veteran supervisor was angered by the ",,1,4.491580440912912e-08,2.0366316277886654e-07,false_animate
183,183,This is the report that at noon in the office of the chatty minister angered the veteran inspector.,Who angered the supervisor?,report,minister,"This is the report that at noon in the office of the chatty minister angered the veteran inspector. Therefore, the veteran supervisor was angered by the ",,1,1.9502751413824623e-08,7.375791000185927e-08,false_animate
185,185,The test that was in the talented programmer's interview this morning annoyed the head of the team.,What annoyed the team leader?,test,programmer,"The test that was in the talented programmer's interview this morning annoyed the head of the team. Therefore, the team leader was annoyed by the ",,1,5.109214384901861e-08,6.370358960339217e-07,false_animate
187,187,This is the test that this morning in the interview of the talented programmer annoyed the head of the team.,What annoyed the team leader?,test,programmer,"This is the test that this morning in the interview of the talented programmer annoyed the head of the team. Therefore, the team leader was annoyed by the ",,1,7.016326719622158e-08,3.0894602787157055e-07,false_animate
189,189,The pot that was in the care of the devoted boy this year grew quite impressively.,What grew impressively?,pot,boy,"The pot that was in the care of the devoted boy this year grew quite impressively. Therefore, what that grew impressively is the ",,1,1.106895552993592e-07,1.0607320746203186e-06,false_animate
191,191,This is the pot that this year under the care of the devoted boy has grown quite impressively.,What has grown impressively?,pot,boy,"This is the pot that this year under the care of the devoted boy has grown quite impressively. Therefore, what that has grown impressively is the ",,1,1.3330809167655389e-07,1.6940290379352518e-06,false_animate
193,193,The speaker that was at the Italian composer's celebration tonight played the favorite song.,What played the favorite song?,speaker,composer,"The speaker that was at the Italian composer's celebration tonight played the favorite song. Therefore, the favorite song played by the ",,1,2.599281572202017e-07,3.17774561153783e-06,false_animate
195,195,This is the speaker that tonight at the celebration of the Italian composer played the favorite song.,What played the favorite song?,speaker,composer,"This is the speaker that tonight at the celebration of the Italian composer played the favorite song. Therefore, the favorite song played by the ",,1,4.417637171627576e-07,4.097491455468116e-06,false_animate
197,197,The magazine that was in the kind teacher's class yesterday fell off the high round table.,What fell off the table?,magazine,teacher,"The magazine that was in the kind teacher's class yesterday fell off the high round table. Therefore, what that fell off the table is the ",,1,9.880596252287432e-08,1.2502150070758944e-07,false_animate
199,199,This is the magazine that yesterday in the kind teacher's class fell off the high round table.,What fell off the table?,magazine,teacher,"This is the magazine that yesterday in the kind teacher's class fell off the high round table. Therefore, what that fell off the table is the ",,1,9.909514631090133e-08,1.918548804269449e-07,false_animate
201,201,The setting that was at last night's performance by the choreographer from Toronto embarrassed the director of the hall.,What embarrassed the director of the hall?,setting,choreographer,"The setting that was at last night's performance by the choreographer from Toronto embarrassed the director of the hall. Therefore, the director of the hall was embarrassed by the ",,1,1.8573920215203543e-06,1.4616597354688565e-07,false_animate
203,203,This is the setting that last night at the performance of the choreographer from Toronto embarrassed the manager of the hall.,What embarrassed the director of the hall?,setting,choreographer,"This is the setting that last night at the performance of the choreographer from Toronto embarrassed the manager of the hall. Therefore, the director of the hall was embarrassed by the ",,1,1.5269308732968057e-06,1.0912894055081781e-07,false_animate
205,205,The dress that was tonight at the designer's event from Paris impressed the enthusiastic crowd.,What impressed the enthusiastic crowd?,dress,designer,"The dress that was tonight at the designer's event from Paris impressed the enthusiastic crowd. Therefore, the enthusiastic crowd was impressed by the ",,1,3.121859481325373e-05,5.76725298628844e-08,false_animate
207,207,This is the dress that tonight at the Paris-based designer's event impressed the enthusiastic crowd.,What impressed the enthusiastic crowd?,dress,designer,"This is the dress that tonight at the Paris-based designer's event impressed the enthusiastic crowd. Therefore, the enthusiastic crowd was impressed by the ",,1,3.254790135542862e-05,1.0280099616011285e-07,false_animate
209,209,The composition that was tonight at the impressive musician's competition moved the tough judges.,What moved the tough judges?,composition,musician,"The composition that was tonight at the impressive musician's competition moved the tough judges. Therefore, the tough judges were moved by the ",,1,1.165013713944063e-06,0.0001933668827405,false_animate
211,211,This is the piece that tonight in the competition of the impressive musician moved the tough judges.,What moved the tough judges?,composition,musician,"This is the piece that tonight in the competition of the impressive musician moved the tough judges. Therefore, the tough judges were moved by the ",,1,6.14909458818147e-06,0.0001095974585041,false_animate
213,213,The presentation that was this evening at the leading candidate's conference convinced the undecided voters.,What convinced the voters?,presentation,candidate,"The presentation that was this evening at the leading candidate's conference convinced the undecided voters. Therefore, the undecided voters were convinced by the ",,1,3.3830636425591365e-07,5.382374297369097e-07,false_animate
215,215,This is the presentation that tonight at the conference of the leading candidate convinced the undecided voters.,What convinced the voters?,presentation,candidate,"This is the presentation that tonight at the conference of the leading candidate convinced the undecided voters. Therefore, the undecided voters were convinced by the ",,1,2.935767042799853e-07,5.559070359595353e-07,false_animate
217,217,The alarm that was early in the morning in the senior officer's headquarters woke up the combat soldiers.,What woke up the combat soldiers?,alarm,officer,"The alarm that was early in the morning in the senior officer's headquarters woke up the combat soldiers. Therefore, the combat soldiers were woke up by the ",,1,2.0421994406660815e-07,9.753396170708584e-07,false_animate
219,219,This is the alarm that in the morning in the senior officer's headquarters woke up the combat soldiers.,What woke up the combat soldiers?,alarm,officer,"This is the alarm that in the morning in the senior officer's headquarters woke up the combat soldiers. Therefore, the combat soldiers were woke up by the ",,1,2.230336235697905e-07,1.4544203850164197e-06,false_animate
221,221,The evidence that was this week in the hardened criminal's apartment incriminated the accomplice.,What incriminated the accomplice?,evidence,criminal,"The evidence that was this week in the hardened criminal's apartment incriminated the accomplice. Therefore, accomplice incriminated by the ",,1,2.716674498515204e-05,4.930237992084585e-05,false_animate
223,223,This is the evidence that this week in the hardened criminal's apartment incriminated the accomplice.,What incriminated the accomplice?,evidence,criminal,"This is the evidence that this week in the hardened criminal's apartment incriminated the accomplice. Therefore, accomplice incriminated by the ",,1,3.823598308372311e-05,1.6795145711512305e-05,false_animate
